label,angry,bored,disgust,happy,sad,shy,stressed,surprised
angry,0.52,0.00,0.00,0.00,0.00,0.04,0.43,0.00
angry,0.60,0.00,0.00,0.00,0.01,0.04,0.35,0.00
stressed,0.06,0.00,0.00,0.00,0.00,0.16,0.77,0.00
shy,0.00,0.00,0.05,0.00,0.00,0.82,0.14,0.00
shy,0.00,0.00,0.15,0.00,0.00,0.58,0.27,0.00
shy,0.01,0.02,0.06,0.00,0.00,0.54,0.38,0.00
stressed,0.09,0.25,0.00,0.00,0.00,0.12,0.54,0.00
stressed,0.22,0.24,0.00,0.00,0.00,0.07,0.47,0.00
bored,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
bored,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
sad,0.01,0.09,0.00,0.22,0.52,0.00,0.15,0.00
bored,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00
bored,0.00,0.82,0.00,0.09,0.05,0.00,0.03,0.00
bored,0.00,0.99,0.00,0.01,0.01,0.00,0.00,0.00
bored,0.00,0.99,0.00,0.01,0.00,0.00,0.00,0.00
bored,0.00,0.97,0.00,0.03,0.00,0.00,0.00,0.00
bored,0.00,0.94,0.00,0.06,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.49,0.50,0.00,0.00,0.00,0.00
bored,0.00,0.94,0.00,0.06,0.00,0.00,0.00,0.00
bored,0.00,0.91,0.00,0.08,0.00,0.00,0.00,0.00
bored,0.00,0.94,0.00,0.04,0.03,0.00,0.00,0.00
bored,0.00,0.84,0.00,0.12,0.03,0.00,0.00,0.00
stressed,0.15,0.01,0.02,0.00,0.34,0.00,0.48,0.00
disgust,0.04,0.01,0.83,0.01,0.07,0.00,0.04,0.00
disgust,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
disgust,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
disgust,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
stressed,0.00,0.00,0.13,0.00,0.01,0.00,0.86,0.00
stressed,0.00,0.01,0.00,0.00,0.00,0.00,0.99,0.00
stressed,0.00,0.09,0.00,0.00,0.00,0.00,0.91,0.00
stressed,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
stressed,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
stressed,0.00,0.05,0.00,0.00,0.00,0.00,0.95,0.00
stressed,0.00,0.06,0.00,0.00,0.00,0.00,0.94,0.00
stressed,0.00,0.03,0.00,0.00,0.00,0.00,0.97,0.00
stressed,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
stressed,0.00,0.00,0.01,0.00,0.00,0.00,0.99,0.00
stressed,0.00,0.00,0.10,0.00,0.00,0.00,0.90,0.00
stressed,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
stressed,0.00,0.04,0.00,0.00,0.01,0.00,0.95,0.00
stressed,0.00,0.02,0.00,0.00,0.00,0.00,0.98,0.00
stressed,0.00,0.02,0.00,0.00,0.00,0.00,0.98,0.00
stressed,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00
stressed,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
stressed,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
stressed,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
stressed,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
stressed,0.00,0.02,0.00,0.00,0.00,0.00,0.97,0.00
stressed,0.00,0.02,0.00,0.00,0.00,0.00,0.97,0.00
stressed,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
stressed,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
stressed,0.00,0.00,0.01,0.00,0.00,0.00,0.98,0.00
stressed,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00
stressed,0.00,0.40,0.00,0.00,0.00,0.00,0.60,0.00
stressed,0.00,0.23,0.01,0.00,0.00,0.00,0.75,0.00
stressed,0.00,0.05,0.04,0.00,0.00,0.00,0.90,0.00
stressed,0.00,0.04,0.05,0.00,0.00,0.00,0.91,0.00
bored,0.00,0.56,0.00,0.12,0.00,0.00,0.31,0.00
bored,0.01,0.44,0.00,0.40,0.01,0.00,0.13,0.00
happy,0.00,0.39,0.00,0.58,0.00,0.03,0.00,0.00
happy,0.00,0.30,0.00,0.59,0.00,0.08,0.01,0.00
bored,0.00,0.69,0.01,0.25,0.00,0.04,0.00,0.00
bored,0.00,0.59,0.09,0.24,0.00,0.07,0.01,0.00
bored,0.00,0.52,0.22,0.14,0.00,0.11,0.02,0.00
bored,0.00,0.44,0.24,0.14,0.00,0.14,0.02,0.00
bored,0.00,0.36,0.24,0.28,0.00,0.09,0.02,0.00
happy,0.00,0.13,0.00,0.70,0.00,0.00,0.00,0.17
happy,0.00,0.14,0.01,0.64,0.00,0.00,0.00,0.21
bored,0.00,0.76,0.01,0.17,0.01,0.00,0.00,0.04
happy,0.00,0.13,0.00,0.76,0.00,0.00,0.00,0.11
happy,0.00,0.26,0.01,0.60,0.00,0.00,0.00,0.12
happy,0.00,0.08,0.00,0.54,0.00,0.00,0.00,0.37
happy,0.00,0.11,0.00,0.44,0.00,0.00,0.00,0.44
happy,0.00,0.08,0.00,0.67,0.00,0.00,0.00,0.24
happy,0.00,0.05,0.00,0.77,0.00,0.00,0.00,0.17
happy,0.00,0.04,0.00,0.80,0.00,0.00,0.00,0.15
happy,0.00,0.05,0.00,0.84,0.00,0.00,0.00,0.11
happy,0.00,0.04,0.00,0.76,0.00,0.00,0.00,0.20
happy,0.00,0.00,0.00,0.99,0.00,0.00,0.00,0.01
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.98,0.02,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.90,0.10,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.10,0.90,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.12,0.88,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.86,0.14,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.94,0.06,0.00,0.00,0.00
happy,0.00,0.00,0.03,0.63,0.34,0.00,0.00,0.00
happy,0.00,0.00,0.09,0.56,0.35,0.00,0.00,0.00
happy,0.00,0.00,0.00,0.99,0.01,0.00,0.00,0.00
happy,0.00,0.01,0.01,0.95,0.03,0.00,0.00,0.00
happy,0.00,0.01,0.01,0.95,0.03,0.00,0.00,0.00
happy,0.00,0.01,0.01,0.95,0.04,0.00,0.00,0.00
happy,0.00,0.04,0.08,0.61,0.08,0.19,0.00,0.00
disgust,0.33,0.08,0.49,0.04,0.01,0.02,0.00,0.02
happy,0.01,0.10,0.00,0.87,0.00,0.00,0.00,0.02
happy,0.00,0.01,0.00,0.97,0.00,0.00,0.00,0.01
happy,0.01,0.00,0.00,0.98,0.00,0.00,0.00,0.00
shy,0.32,0.01,0.01,0.20,0.00,0.40,0.00,0.05
happy,0.13,0.01,0.00,0.81,0.00,0.03,0.00,0.02
happy,0.01,0.00,0.00,0.98,0.00,0.00,0.00,0.00
happy,0.03,0.00,0.00,0.97,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
sad,0.01,0.00,0.00,0.18,0.81,0.00,0.00,0.00
happy,0.00,0.01,0.00,0.83,0.16,0.00,0.00,0.00
happy,0.02,0.00,0.00,0.98,0.00,0.00,0.00,0.00
happy,0.01,0.00,0.00,0.99,0.00,0.00,0.00,0.00
happy,0.05,0.01,0.00,0.95,0.00,0.00,0.00,0.00
happy,0.01,0.00,0.00,0.99,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
happy,0.02,0.00,0.00,0.98,0.00,0.00,0.00,0.00
happy,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00
angry,0.53,0.00,0.00,0.00,0.08,0.00,0.39,0.00
happy,0.00,0.00,0.01,0.98,0.00,0.00,0.00,0.00
happy,0.02,0.00,0.01,0.97,0.00,0.00,0.00,0.00
happy,0.03,0.00,0.00,0.97,0.00,0.00,0.00,0.00
happy,0.02,0.00,0.03,0.94,0.00,0.01,0.00,0.00
happy,0.03,0.00,0.15,0.80,0.00,0.01,0.00,0.01
happy,0.02,0.00,0.01,0.97,0.00,0.00,0.00,0.00
angry,0.71,0.00,0.01,0.00,0.07,0.00,0.21,0.00
angry,0.81,0.00,0.04,0.00,0.04,0.00,0.12,0.00
stressed,0.19,0.00,0.01,0.00,0.00,0.00,0.79,0.00
stressed,0.13,0.00,0.01,0.00,0.00,0.00,0.86,0.00
stressed,0.17,0.00,0.01,0.00,0.00,0.00,0.82,0.00
stressed,0.06,0.00,0.00,0.00,0.00,0.00,0.93,0.00
happy,0.03,0.00,0.00,0.97,0.00,0.00,0.00,0.00
happy,0.01,0.00,0.00,0.99,0.00,0.00,0.00,0.00
happy,0.07,0.00,0.00,0.93,0.00,0.00,0.00,0.00
happy,0.10,0.00,0.00,0.90,0.00,0.00,0.00,0.00
happy,0.12,0.00,0.00,0.87,0.00,0.00,0.00,0.00
happy,0.04,0.00,0.00,0.96,0.00,0.00,0.00,0.00
happy,0.07,0.00,0.00,0.93,0.00,0.00,0.00,0.00
happy,0.12,0.00,0.00,0.88,0.00,0.00,0.00,0.00
happy,0.09,0.00,0.00,0.91,0.00,0.00,0.00,0.00
happy,0.10,0.00,0.00,0.90,0.00,0.00,0.00,0.00
happy,0.05,0.00,0.00,0.94,0.00,0.00,0.00,0.00
angry,0.82,0.00,0.17,0.00,0.00,0.00,0.00,0.00
disgust,0.09,0.00,0.89,0.00,0.00,0.00,0.01,0.00
disgust,0.08,0.00,0.85,0.00,0.00,0.00,0.01,0.06
disgust,0.12,0.00,0.74,0.00,0.00,0.00,0.01,0.13
disgust,0.07,0.00,0.85,0.00,0.00,0.00,0.03,0.06
disgust,0.01,0.00,0.96,0.00,0.00,0.00,0.02,0.01
disgust,0.00,0.00,0.99,0.00,0.00,0.00,0.01,0.00
disgust,0.00,0.00,0.98,0.00,0.00,0.00,0.01,0.00
disgust,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.01
disgust,0.00,0.00,0.69,0.00,0.00,0.00,0.27,0.04
stressed,0.00,0.00,0.14,0.00,0.00,0.00,0.76,0.09
stressed,0.00,0.00,0.10,0.00,0.00,0.00,0.81,0.09
stressed,0.00,0.00,0.01,0.00,0.00,0.00,0.97,0.02
stressed,0.00,0.00,0.01,0.00,0.00,0.00,0.90,0.08
stressed,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.01
stressed,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.02
stressed,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.01
stressed,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.02
stressed,0.00,0.00,0.00,0.00,0.00,0.00,0.98,0.02
stressed,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.03
stressed,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.25
stressed,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.34
stressed,0.00,0.00,0.00,0.00,0.02,0.02,0.52,0.44
surprised,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.76
stressed,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.17
stressed,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.03
stressed,0.00,0.00,0.01,0.00,0.00,0.00,0.82,0.17
stressed,0.00,0.00,0.02,0.00,0.00,0.00,0.64,0.34
surprised,0.00,0.00,0.03,0.00,0.00,0.00,0.46,0.51
stressed,0.00,0.00,0.02,0.00,0.00,0.00,0.68,0.29
stressed,0.00,0.00,0.01,0.00,0.00,0.00,0.80,0.18
stressed,0.00,0.00,0.00,0.00,0.00,0.00,0.93,0.06
stressed,0.00,0.00,0.02,0.00,0.00,0.00,0.81,0.17
stressed,0.00,0.00,0.02,0.00,0.00,0.00,0.83,0.15
stressed,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.01
stressed,0.00,0.00,0.08,0.00,0.00,0.00,0.84,0.07
stressed,0.00,0.00,0.02,0.00,0.00,0.00,0.95,0.03
stressed,0.00,0.00,0.02,0.00,0.00,0.00,0.95,0.04
stressed,0.00,0.00,0.03,0.00,0.00,0.00,0.92,0.05
stressed,0.01,0.00,0.06,0.00,0.00,0.00,0.90,0.03
stressed,0.02,0.00,0.03,0.00,0.00,0.00,0.93,0.02
stressed,0.01,0.00,0.03,0.00,0.00,0.00,0.93,0.02
surprised,0.00,0.00,0.12,0.00,0.01,0.29,0.27,0.31
stressed,0.02,0.00,0.05,0.00,0.00,0.00,0.92,0.02
stressed,0.01,0.00,0.05,0.00,0.00,0.00,0.92,0.02
stressed,0.03,0.00,0.02,0.00,0.00,0.00,0.95,0.00
stressed,0.00,0.00,0.02,0.00,0.01,0.08,0.81,0.08
surprised,0.05,0.00,0.12,0.00,0.17,0.01,0.17,0.48
sad,0.38,0.00,0.01,0.00,0.61,0.00,0.00,0.00
sad,0.28,0.00,0.03,0.00,0.69,0.00,0.00,0.00
sad,0.18,0.00,0.03,0.00,0.79,0.00,0.00,0.00
sad,0.12,0.00,0.03,0.00,0.85,0.00,0.00,0.00
sad,0.09,0.00,0.03,0.00,0.88,0.00,0.00,0.00
sad,0.08,0.00,0.05,0.00,0.87,0.00,0.00,0.00
sad,0.09,0.00,0.07,0.00,0.84,0.00,0.00,0.00
sad,0.06,0.00,0.04,0.00,0.90,0.00,0.00,0.00
sad,0.05,0.00,0.04,0.00,0.91,0.00,0.00,0.00
sad,0.04,0.00,0.02,0.00,0.94,0.00,0.00,0.00
sad,0.05,0.00,0.04,0.00,0.92,0.00,0.00,0.00
sad,0.02,0.00,0.03,0.00,0.95,0.00,0.00,0.00
sad,0.01,0.00,0.03,0.00,0.96,0.00,0.00,0.00
sad,0.02,0.00,0.23,0.00,0.74,0.00,0.00,0.00
disgust,0.03,0.00,0.76,0.01,0.20,0.00,0.00,0.00
disgust,0.05,0.00,0.88,0.04,0.03,0.01,0.00,0.00
disgust,0.04,0.00,0.87,0.02,0.06,0.00,0.00,0.00
disgust,0.06,0.00,0.82,0.04,0.07,0.00,0.00,0.00
sad,0.03,0.00,0.18,0.01,0.77,0.00,0.00,0.00
sad,0.02,0.00,0.01,0.00,0.98,0.00,0.00,0.00
sad,0.01,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.01,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.01,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.01,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.01,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.01,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.01,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.01,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.01,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.02,0.00,0.00,0.00,0.98,0.00,0.00,0.00
sad,0.02,0.00,0.00,0.00,0.98,0.00,0.00,0.00
sad,0.04,0.00,0.00,0.00,0.96,0.00,0.00,0.00
sad,0.05,0.00,0.00,0.01,0.94,0.00,0.00,0.00
sad,0.06,0.00,0.00,0.01,0.93,0.00,0.00,0.00
sad,0.07,0.00,0.00,0.01,0.91,0.00,0.00,0.00
sad,0.05,0.01,0.00,0.01,0.93,0.00,0.00,0.00
sad,0.04,0.00,0.00,0.01,0.95,0.00,0.00,0.00
sad,0.04,0.00,0.00,0.01,0.96,0.00,0.00,0.00
sad,0.03,0.00,0.00,0.01,0.95,0.00,0.00,0.00
sad,0.01,0.00,0.00,0.00,0.98,0.00,0.00,0.00
sad,0.01,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.02,0.00,0.00,0.00,0.98,0.00,0.00,0.00
sad,0.03,0.00,0.00,0.01,0.95,0.00,0.00,0.00
sad,0.05,0.01,0.00,0.04,0.90,0.00,0.00,0.00
sad,0.01,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.01,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,0.96,0.03,0.01,0.00
sad,0.01,0.00,0.00,0.00,0.70,0.28,0.01,0.00
sad,0.01,0.00,0.00,0.00,0.51,0.40,0.07,0.00
sad,0.01,0.00,0.00,0.00,0.56,0.29,0.12,0.00
stressed,0.04,0.01,0.00,0.04,0.27,0.19,0.44,0.00
stressed,0.04,0.01,0.01,0.05,0.22,0.06,0.61,0.00
stressed,0.06,0.01,0.01,0.04,0.29,0.04,0.56,0.00
stressed,0.07,0.01,0.02,0.04,0.35,0.03,0.48,0.00
stressed,0.08,0.01,0.03,0.04,0.37,0.04,0.43,0.00
stressed,0.08,0.00,0.03,0.03,0.38,0.03,0.44,0.00
stressed,0.08,0.01,0.05,0.08,0.33,0.03,0.42,0.00
stressed,0.08,0.02,0.06,0.16,0.14,0.03,0.51,0.00
stressed,0.09,0.02,0.05,0.27,0.14,0.04,0.40,0.00
stressed,0.09,0.01,0.05,0.11,0.30,0.03,0.41,0.00
sad,0.06,0.00,0.01,0.01,0.47,0.04,0.41,0.00
sad,0.03,0.00,0.01,0.00,0.54,0.09,0.32,0.00
shy,0.02,0.00,0.00,0.00,0.26,0.66,0.06,0.00
shy,0.02,0.00,0.00,0.00,0.26,0.69,0.03,0.00
shy,0.01,0.00,0.00,0.01,0.39,0.59,0.00,0.00
sad,0.00,0.00,0.00,0.02,0.65,0.32,0.00,0.00
sad,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
angry,0.82,0.00,0.00,0.01,0.17,0.00,0.00,0.00
angry,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.02
angry,0.97,0.00,0.00,0.00,0.02,0.00,0.00,0.00
angry,0.93,0.07,0.00,0.00,0.00,0.00,0.00,0.00
angry,0.49,0.43,0.00,0.00,0.08,0.00,0.00,0.00
angry,0.43,0.36,0.00,0.00,0.21,0.00,0.00,0.00
angry,0.62,0.17,0.00,0.00,0.20,0.00,0.00,0.00
angry,0.66,0.07,0.00,0.00,0.27,0.00,0.00,0.00
angry,0.64,0.05,0.00,0.00,0.31,0.00,0.00,0.00
sad,0.48,0.03,0.00,0.00,0.49,0.00,0.00,0.00
sad,0.34,0.01,0.00,0.00,0.65,0.00,0.00,0.00
sad,0.36,0.00,0.00,0.00,0.64,0.00,0.00,0.00
sad,0.30,0.00,0.00,0.00,0.70,0.00,0.00,0.00
sad,0.24,0.01,0.00,0.00,0.75,0.00,0.00,0.00
sad,0.17,0.01,0.00,0.00,0.82,0.00,0.00,0.00
sad,0.25,0.05,0.00,0.00,0.70,0.00,0.00,0.00
sad,0.29,0.06,0.00,0.00,0.65,0.00,0.00,0.00
sad,0.20,0.05,0.00,0.00,0.74,0.00,0.00,0.00
sad,0.16,0.03,0.00,0.00,0.81,0.00,0.00,0.00
sad,0.08,0.01,0.01,0.00,0.90,0.00,0.00,0.00
sad,0.09,0.02,0.01,0.00,0.88,0.00,0.00,0.00
sad,0.06,0.02,0.01,0.00,0.91,0.00,0.00,0.00
sad,0.07,0.04,0.02,0.00,0.87,0.00,0.00,0.00
bored,0.01,0.51,0.00,0.00,0.48,0.00,0.00,0.00
sad,0.01,0.02,0.03,0.00,0.95,0.00,0.00,0.00
sad,0.15,0.11,0.18,0.00,0.56,0.00,0.00,0.00
disgust,0.03,0.03,0.82,0.00,0.11,0.00,0.00,0.00
disgust,0.02,0.01,0.85,0.00,0.12,0.00,0.00,0.00
disgust,0.01,0.01,0.91,0.00,0.06,0.00,0.00,0.00
disgust,0.03,0.01,0.78,0.00,0.18,0.00,0.00,0.00
sad,0.39,0.00,0.02,0.00,0.59,0.00,0.00,0.00
sad,0.42,0.00,0.01,0.00,0.57,0.00,0.00,0.00
sad,0.28,0.00,0.00,0.00,0.72,0.00,0.00,0.00
sad,0.40,0.00,0.01,0.00,0.59,0.00,0.00,0.00
sad,0.44,0.00,0.00,0.00,0.55,0.00,0.00,0.00
sad,0.28,0.00,0.00,0.00,0.72,0.00,0.00,0.00
sad,0.31,0.00,0.00,0.00,0.68,0.00,0.00,0.00
sad,0.36,0.00,0.00,0.00,0.63,0.00,0.00,0.00
sad,0.37,0.00,0.01,0.00,0.62,0.00,0.00,0.00
sad,0.35,0.00,0.01,0.00,0.64,0.00,0.00,0.00
angry,0.50,0.00,0.01,0.00,0.49,0.00,0.00,0.00
angry,0.59,0.00,0.00,0.00,0.41,0.00,0.00,0.00
sad,0.47,0.00,0.00,0.00,0.53,0.00,0.00,0.00
angry,0.64,0.00,0.00,0.00,0.36,0.00,0.00,0.00
angry,0.68,0.00,0.00,0.00,0.32,0.00,0.00,0.00
angry,0.62,0.00,0.00,0.00,0.38,0.00,0.00,0.00
angry,0.67,0.00,0.00,0.00,0.33,0.00,0.00,0.00
angry,0.74,0.00,0.00,0.00,0.26,0.00,0.00,0.00
angry,0.60,0.00,0.00,0.00,0.40,0.00,0.00,0.00
angry,0.57,0.00,0.00,0.00,0.43,0.00,0.00,0.00
angry,0.55,0.00,0.00,0.00,0.45,0.00,0.00,0.00
angry,0.65,0.00,0.00,0.00,0.35,0.00,0.00,0.00
sad,0.45,0.00,0.02,0.00,0.54,0.00,0.00,0.00
sad,0.34,0.00,0.01,0.00,0.65,0.00,0.00,0.00
angry,0.64,0.00,0.01,0.00,0.35,0.00,0.00,0.00
angry,0.92,0.00,0.00,0.00,0.07,0.00,0.00,0.00
sad,0.01,0.20,0.00,0.00,0.79,0.00,0.00,0.00
sad,0.00,0.27,0.00,0.06,0.28,0.27,0.08,0.03
bored,0.00,0.91,0.00,0.05,0.03,0.00,0.00,0.00
bored,0.00,0.93,0.00,0.00,0.05,0.01,0.00,0.00
bored,0.00,0.46,0.07,0.07,0.34,0.02,0.00,0.04
sad,0.00,0.10,0.02,0.10,0.51,0.03,0.00,0.23
happy,0.00,0.00,0.01,0.62,0.36,0.00,0.00,0.00
shy,0.00,0.00,0.01,0.06,0.29,0.62,0.00,0.02
sad,0.00,0.01,0.01,0.09,0.66,0.17,0.00,0.05
sad,0.00,0.00,0.00,0.04,0.94,0.01,0.00,0.00
happy,0.02,0.00,0.07,0.63,0.13,0.06,0.02,0.06
happy,0.02,0.00,0.07,0.29,0.16,0.26,0.05,0.16
angry,0.35,0.00,0.07,0.18,0.17,0.11,0.10,0.02
angry,0.60,0.00,0.07,0.02,0.04,0.02,0.25,0.00
angry,0.70,0.00,0.07,0.02,0.03,0.01,0.18,0.00
angry,0.82,0.00,0.00,0.00,0.01,0.00,0.16,0.00
angry,0.83,0.00,0.00,0.00,0.01,0.00,0.15,0.00
angry,0.84,0.00,0.00,0.00,0.01,0.00,0.15,0.00
disgust,0.00,0.00,0.96,0.00,0.00,0.00,0.01,0.03
disgust,0.00,0.00,0.96,0.00,0.00,0.00,0.00,0.04
surprised,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.65
surprised,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.99
surprised,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.67
surprised,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.88
surprised,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.84
surprised,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.79
shy,0.00,0.00,0.00,0.02,0.02,0.85,0.01,0.10
sad,0.00,0.00,0.02,0.00,0.98,0.00,0.00,0.00
sad,0.00,0.00,0.06,0.00,0.93,0.00,0.00,0.00
sad,0.01,0.00,0.02,0.00,0.98,0.00,0.00,0.00
sad,0.01,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00
sad,0.00,0.00,0.01,0.00,0.99,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.01,0.00,0.99,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
sad,0.01,0.00,0.16,0.00,0.83,0.00,0.00,0.00
disgust,0.01,0.00,0.61,0.00,0.38,0.00,0.00,0.00
disgust,0.00,0.00,0.99,0.00,0.01,0.00,0.00,0.00
disgust,0.09,0.01,0.80,0.04,0.03,0.00,0.01,0.01
happy,0.17,0.08,0.31,0.34,0.01,0.00,0.04,0.05
happy,0.01,0.02,0.00,0.96,0.00,0.00,0.00,0.00
happy,0.00,0.01,0.00,0.99,0.00,0.00,0.00,0.00
happy,0.03,0.16,0.02,0.78,0.00,0.00,0.00,0.01
happy,0.01,0.02,0.02,0.95,0.00,0.00,0.00,0.00
happy,0.02,0.02,0.04,0.86,0.02,0.01,0.01,0.03
happy,0.04,0.02,0.02,0.84,0.00,0.00,0.01,0.06
happy,0.01,0.01,0.06,0.85,0.01,0.00,0.01,0.05
happy,0.00,0.00,0.01,0.54,0.12,0.33,0.00,0.00
sad,0.00,0.00,0.00,0.13,0.44,0.43,0.00,0.00
happy,0.00,0.00,0.00,0.44,0.20,0.35,0.00,0.00
shy,0.00,0.00,0.07,0.37,0.20,0.37,0.00,0.00
shy,0.01,0.00,0.10,0.34,0.12,0.42,0.00,0.00
happy,0.00,0.00,0.11,0.50,0.10,0.28,0.00,0.00
happy,0.00,0.00,0.12,0.71,0.05,0.11,0.00,0.00
happy,0.00,0.00,0.26,0.65,0.05,0.03,0.00,0.00
happy,0.00,0.00,0.19,0.75,0.03,0.03,0.00,0.00
happy,0.00,0.06,0.20,0.62,0.03,0.03,0.00,0.05
happy,0.00,0.05,0.05,0.80,0.04,0.01,0.01,0.05
happy,0.00,0.05,0.03,0.85,0.02,0.01,0.00,0.04
happy,0.00,0.05,0.00,0.88,0.01,0.05,0.00,0.01
happy,0.00,0.06,0.01,0.78,0.05,0.05,0.05,0.00
sad,0.01,0.00,0.02,0.17,0.58,0.12,0.11,0.00
happy,0.00,0.00,0.00,0.43,0.36,0.20,0.00,0.00
shy,0.00,0.00,0.00,0.36,0.14,0.50,0.00,0.00
shy,0.00,0.00,0.00,0.29,0.12,0.59,0.00,0.00
